word,sent
hearing aid,"['at', 'ent', 'and', 'allergy', 'associates', 'of', 'south', 'georgia', 'our', 'professionals', 'can', 'discuss', 'which', 'type', 'of', 'hearing', 'aid', 'is', 'best', 'for', 'you', 'during', 'a', 'consultation']"
hearing aid,"['could', 'a', 'hearing', 'aid', 'be', 'right', 'for', 'you', '?']"
hearing aid,"['tags', 'hearing', 'aid']"
hearing aid,"['are', 'you', 'having', 'trouble', 'hearing', 'those', 'around', 'you', '?', 'you', 'might', 'benefit', 'from', 'a', 'hearing', 'aid']"
hearing aid,"['could', 'i', 'benefit', 'from', 'a', 'hearing', 'aid', '?']"
hearing aid,"['getting', 'a', 'hearing', 'aid', 'can', 'greatly', 'improve', 'your', 'quality', 'of', 'life', 'and', 'make', 'it', 'easier', 'to', 'understand', 'those', 'around', 'you']"
hearing aid,"['why', '?', 'for', 'one', 'thing', 'this', 'is', 'a', 'very', 'small', 'and', 'discreet', 'style', 'so', 'your', 'hearing', 'aid', 'isn', 't', 'as', 'noticeable']"
hearing aid,"['the', 'receiver', 'in', 'the', 'canal', 'hearing', 'aid', 'is', 'great', 'for', 'those', 'with', 'mild', 'to', 'moderate', 'hearing', 'loss', 'and', 'even', 'those', 'who', 'lead', 'an', 'active', 'lifestyle']"
hearing aid,"['if', 'you', 'want', 'to', 'understand', 'your', 'friends', 'and', 'family', 'better', 'and', 'believe', 'that', 'a', 'hearing', 'aid', 'could', 'help', 'you', 'do', 'that', 'then', 'it', 's', 'time', 'to', 'schedule', 'a', 'consultation', 'with', 'the', 'doctors', 'hearing', 'center', 'at', 'the', 'ent', 'and', 'allergy', 'associates', 'of', 'south', 'georgia', 'in', 'valdosta', 'ga']"
wedo,"['wedo', '4']"
hearing aid,"['3', 'hearing', 'aid', 'support']"
baby killer,"['baby', 'killer', 'could', 'face', 'life', 'in', 'prison']"
ginder,"['sophomore', 'langston', 'ginder', 'fort', 'wayne', 'carroll', 'popped', 'two', 'homers']"
melanzane,"['work', 'alongside', 'the', 'chefs', 'and', 'prepare', 'simple', 'and', 'fabulous', 'focaccia', 'with', 'cherry', 'tomatoes', 'grown', 'on', 'the', 'slopes', 'of', 'vesuvius', 'or', 'a', 'velvet', 'pumpkin', 'soup', 'with', 'gorgonzola', 'croutons', 'and', 'that', 'is', 'just', 'for', 'starters', '!', 'prepare', 'parmigiana', 'di', 'melanzane', 'eggplant', 'parmesan', 'fresh', 'pasta', 'with', 'olives', 'capers', 'oregano', 'and', 'breadcrumb', 'or', 'a', 'delicious', 'gatt', 'di', 'patate', 'neapolitan', 'potato', 'terrine']"
melanzane,"['for', 'your', 'main', 'course', 'learn', 'the', 'chefs', 'secret', 'for', 'zucchini', 'meatballs', 'on', 'parmigiano', 'fondue', 'or', 'melanzane', 'a', 'barchette', 'hearty', 'stuffed', 'eggplants', 'from', 'a', 'recipe', 'that', 'was', 'their', 'nonna', 's', 'grandmother', 's']"
yocum,"['yocum', 'chad', '2', 'apply', 'yocum', 'chad', 'filter']"
injin,"['marquez', 'injin', 'chi', 'scott', 'harrison', 'rocky', 'juarez', 'chris', 'john', 'spend', 'abazi', 'michael', 'brodie', 'manuel', 'medina', 'zahir', 'raheem', 'osamu', 'sato', 'lehlo', 'ledwaba', 'takashi', 'koshimoto', 'hiroyuki', 'enoki', 'william', 'abelyan', 'gary', 'st']"
hearing aid,"['comparison', 'of', 'speech', 'recognition', 'in', 'noise', 'using', 'a', 'frequency', 'modulated', 'fm', 'system', 'and', 'wireless', 'hearing', 'aid', 'accessory', 'microphone', 'signal', 'ams']"
hearing aid,"['a', 'randomized', 'investigation', 'and', 'comparison', 'of', 'the', 'speech', 'recognition', 'in', 'noise', 'of', 'hearing', 'aid', 'users', 'using', 'two', 'different', 'assistive', 'listening', 'devices']"
hearing aid,"['mclain', 'michelle', 'jeanette', 'comparison', 'of', 'speech', 'recognition', 'in', 'noise', 'using', 'a', 'frequency', 'modulated', 'fm', 'system', 'and', 'wireless', 'hearing', 'aid', 'accessory', 'microphone', 'signal', 'ams', '2014']"
coffee enema,"['coffee', 'enema', 'kit', 'silicone']"
coffee enema,"['organic', 'coffee', 'enema', 'grind', 'light', 'roast', '400gm']"
dogan,"['dogan', 'john', 'says']"
schwartze,"['perry', 'sonia', 'perry', 'tonya', 'perry', 'janet', 'm', 'peters', 'kohly', 'chase', 'd', 'pettey', 'carrie', 'sue', 'pflum', 'jamie', 'e', 'phillips', 'kaitlyn', 'phillips', 'alyssa', 'piecko', 'amanda', 'sue', 'pierce', 'dean', 'lee', 'pierce', 'james', 's', 'pinkerton', 'kirkwood', 'takeshi', 'pinto', 'emma', 'genevieve', 'pliska', 'anthony', 'plogger', 'kayla', 'renee', 'poe', 'karen', 'r', 'ponzer', 'kalen', 'ciera', 'posey', 'darla', 'nicole', 'potes', 'kris', 'marie', 'potterfield', 'ally', 'kate', 'poulin', 'carol', 'jean', 'power', 'derek', 'michael', 'price', 'tracy', 'price', 'heather', 'louise', 'privett', 'kim', 'proctor', 'latina', 'pruitt', 'donna', 'june', 'puga', 'zac', 'pulliam', 'rachel', 'nichole', 'purcell', 'robyn', 'purdy', 'natalie', 'm', 'quade', 'jen', 'rachow', 'shari', 'kay', 'ragan', 'renee', 'michelle', 'rardin', 'nicole', 'marie', 'rasmussen', 'megan', 'marie', 'ratay', 'terrie', 'michelle', 'ratley', 'julia', 'raymond', 'carl', 'read', 'brookelee', 'adair', 'redmon', 'brad', 'reed', 'shelby', 'l', 'reed', 'tessie', 'ciara', 'reed', 'michelle', 'marie', 'reehl', 'hanna', 'r', 'reeves', 'ashton', 'marie', 'reynolds', 'kaylee', 'marie', 'reynolds', 'kylie', 'f', 'reynolds', 'rob', 'richardson', 'andrea', 'evelynn', 'ricklefs', 'dennis', 'wayne', 'ridgel', 'allison', 'nichole', 'ridgeway', 'tyler', 'joe', 'ridgway', 'alicia', 'j', 'rigdon', 'joshua', 'oscar', 'allen', 'riley', 'elaine', 'karen', 'rindom', 'amber', 'r', 'risch', 'chelsi', 'marie', 'roach', 'destiny', 'dawn', 'roberts', 'grant', 'colton', 'roberts', 'jodie', 'leigh', 'roberts', 'monica', 'ann', 'roberts', 'ashleigh', 'taylor', 'robertson', 'jacqueline', 'nicole', 'robertson', 'donald', 'richard', 'robinson', 'emily', 'brooke', 'robinson', 'morgan', 'danyelle', 'robinson', 'stephanie', 'robinson', 'julie', 'junior', 'rodgers', 'alexandria', 'gabrielle', 'rogers', 'brandon', 'lawrence', 'rogers', 'stacy', 'louisa', 'rogers', 'haley', 'joi', 'rohrer', 'anthony', 't', 'rudkin', 'nicole', 'l', 'rudkin', 'ron', 'ruegg', 'jobeth', 'karilyne', 'rush', 'jessica', 'ryan', 'courtney', 'allyson', 'salisbury', 'aleshya', 'elizabeth', 'samuels', 'rebekah', 'nicole', 'york', 'samuelson', 'danielle', 'mae', 'sanders', 'renee', 'marie', 'sanders', 'cari', 'jordan', 'sapp', 'kylie', 'elaine', 'sargent', 'samantha', 'k', 'sartain', 'daniel', 'scott', 'saults', 'jamie', 'leann', 'sause', 'ashton', 'marie', 'scarbrough', 'lauren', 'elizabeth', 'scheffer', 'brian', 'scheurer', 'kayleigh', 'n', 'schnabel', 'abigail', 'joanna', 'schneider', 'austin', 'mckinley', 'schroeder', 'rebecca', 'anne', 'schroeder', 'michael', 'dean', 'schultz', 'ashley', 'lynne', 'schwartz', 'kayla', 'jo', 'schwartze', 'brittani', 'nicole', 'scott', 'charlotte', 'hazel', 'ann', 'scott', 'tina', 'm', 'scott', 'brenda', 'scrogin', 'richard', 'alexander', 'scully', 'brandon', 'scott', 'seabaugh', 'mallory', 'danielle', 'seales', 'cayce', 'jo', 'seifreit', 'sara', 'sessions', 'amanda', 'jean', 'sevits', 'kristina', 'sewell', 'jake', 'shackelford', 'ashley', 'nicole', 'shamp', 'donnia', 'a', 'shamp', 'amelia', 'elizabeth', 'shell', 'joe', 'sheppard', 'ellen', 'louise', 'sheputis', 'beca', 'shipley', 'leah', 'shipp', 'dayneisha', 'k']"
coffee enema,"['how', 'did', 'you', 'prep', 'the', 'coffee', 'enema', '?', 'do', 'you', 'grind', 'then', 'pour', 'water', 'over', 'the', 'coffee', '?']"
coffee enema,"['most', 'of', 'the', 'time', 'the', 'test', 'come', 'up', 'negative', 'try', 'fasting', 'for', 'a', 'day', 'w/', 'coffee', 'enema', 'a', 'parasite', 'cleanse']"
coffee enema,"['coffee', 'enema', 'with', '30', 'to', '60', 'drops', 'of', 'eucalyptus', 'essential', 'oil', 'hold', '15', 'minutes', 'or', 'more', 'so', 'eucalyptus', 'can', 'be', 'delivered', 'to', 'the', 'liver']"
coffee enema,"['adding', 'tangerine', 'essential', 'oil', 'to', 'the', 'coffee', 'enema', 'increases', 'the', 'effect', 'of', 'the', 'coffees', 'ability', 'to', 'flush', 'the', 'liver', '!', '!']"
coffee enema,"['i', 'recently', 'started', 'coffee', 'enema', 'for', 'myself', 'and', 'do', 'see', 'this', 'horrible', 'creatures', 'so', 'i', 'now', 'am', 'super', 'worried', 'he', 'has', 'them', 'as', 'well', 'i', 'would', 'imagine', 'from', 'birth', '?', 'or', 'from', 'everyday', 'life', 'closiness', 'you', 'know', 'and', 'have', 'no', 'idea', 'what', 'to', 'do', 'can', 'not', 'imagine', 'doing', 'enema', 'for', 'a', 'kid']"
coffee enema,"['can', 'u', 'make', 'a', 'coffee', 'enema', 'or', 'do', 'u', 'have', 'to', 'buy', 'it']"
coffee enema,"['i', 'haven', 't', 'tried', 'the', 'coffee', 'enema', 'yet']"
coffee enema,"['recently', 'i', 'tried', 'a', 'coffee', 'enema', 'and', 'discovered', 'the', 'black', 'specks', 'were', 'in', 'my', 'stool', 'along', 'with', 'other', 'scary', 'creatures', 'such', 'as', 'rope', 'worms', 'and', 'other', 'types', 'of', 'worms']"
coffee enema,"['i', 'did', 'a', 'coffee', 'enema', 'last', 'night', 'added', 'pink', 'salt']"
chancho,['chancho']
hearing aid,"['areas', 'of', 'expertise', 'hearing', 'aid', 'repairs', 'diagnostic', 'hearing', 'evaluations', 'employment', 'hearing', 'tests', 'hearing', 'screenings', 'tinnitus', 'assessments', 'ear', 'canal/wax', 'management', 'all', 'major', 'brands', 'of', 'hearing', 'aids', 'available', 'custom', 'earmolds', 'for', 'music', 'in', 'ear', 'custom', 'monitors']"
tojo,['tojo']
tojo,['tojo']
tojo,['tojo']
tojo,['tojo']
tojo,"['esb', 'amber', '1', 'single', 'brew', 'reserve', '1', 'sink', 'the', 'bismark', '1', 'sixex', '1', 'ska', 'brewing', '1', 'skyrim', '1', 'slaters', '1', 'sligo', '1', 'sloop', 'brewing', '1', 'smithwicks', '3', 'smoke', 'jumper', '1', 'smoked', 'baltic', 'porter', '1', 'smoked', 'porter', '1', 'smooth', 'ryed', '1', 'smuggler', '1', 'snake', 'dog', '1', 'sneck', 'lifter', '1', 'snow', 'eater', '1', 'sorachi', 'ace', '1', 'sorachi', 'ale', '1', 'sotholmon', '1', 'sour', 'beer', '1', 'south', 'pacific', 'pale', 'ale', '1', 'southern', 'pecan', '1', 'southern', 'tier', '2', 'southwold', 'dark', 'ale', '1', 'spain', '2', 'spaten', '1', 'speakeasy', 'brewery', '1', 'speakeasy', 'payback', 'porter', '1', 'special', 'london', 'ale', '1', 'spelt', 'saison', '1', 'spezial', '1', 'spindrift', '1', 'spitting', 'llama', '1', 'squealing', 'pig', '1', 'st', 'bernardus', '1', 'st', 'bernardus', '12', '1', 'st', 'eriks', '1', 'st', 'idesbald', '1', 'st', 'lupulin', '1', 'st', 'martin', '1', 'st', 'peter', 's', 'cream', 'stout', '1', 'st', 'stefanus', '1', 'stag', 'saor', '1', 'starr', 'hill', '1', 'stateline', '1', 'steen', 'brugge', '1', 'steep', 'trail', '1', 'stella', 'artois', '1', 'steve', 'wellington', '1', 'stevens', 'point', '2', 'stewart', 'brewing', '1', 'stinger', '1', 'stone', '1', 'stone', 'and', 'wood', '1', 'stone', 'barrel', '1', 'stone', 'brewing', 'company', '2', 'stone', 'ruination', 'ipa', '1', 'stonewell', '1', 'stoneybatter', '1', 'story', '1', 'stout', '4', 'stout', 'face', 'off', '1', 'straffe', 'hendrick', '1', 'streaky', '1', 'stumptown', 'tart', '1', 'sublimely', 'self', 'righteous', 'ale', '1', 'sullivan', 's', '3', 'summer', '1', 'summer', 'ipa', '1', 'summer', 'lightning', '1', 'summerwine', '1', 'sunburnt', 'irish', 'red', '1', 'suntory', '1', 'supervalu', '1', 'sur', 'amarillo', '1', 'surrender', 'to', 'the', 'void', '1', 'survey', '1', 'sushi', '2', 'sweden', '1', 'swedish', 'beer', '1', 'sweetwater', '1', 'sweetwater', 'brewery', '1', 'sydney', '6', 'syvturys', '1', 't', 'shirts', '1', 't', 'pakhuis', '1', 'tactical', 'nuclear', 'penguin', '1', 'tally', 'ho', '1', 'tangle', 'foot', '1', 'tankovna', '1', 'tap', 'x', '1', 'tapster', '1', 'taste', 'test', '2', 'tasting', '1', 'tasting', 'session', '1', 'tawny', '05', '1', 'tayberry', '1', 'tea', '1', 'teeling', '1', 'tempest', '1', 'temple', 'bar', 'chocolate', 'festival', '1', 'tennesse', 'cider', '1', 'terrible', 'beer', '3', 'tesco', '1', 'thanks', 'to', 'the', 'big', 'boys', '2', 'the', 'banshee', '1', 'the', 'beast', '1', 'the', 'beer', 'moment', '1', 'the', 'berg', '1', 'the', 'big', 'lunch', 'beer', 'challenge', '1', 'the', 'black', 'sheep', '1', 'the', 'brewrey', 'tap', '1', 'the', 'bruery', '1', 'the', 'end', 'of', 'history', '1', 'the', 'fearless', '1', 'the', 'force', '1', 'the', 'format', '1', 'the', 'golden', 'pints', 'beer', 'awards', '2010', '1', 'the', 'great', 'divide', '3', 'the', 'haka', '1', 'the', 'hitchhikers', 'guide', 'to', 'the', 'galaxy', '1', 'the', 'irish', 'giant', '1', 'the', 'late', 'night', 'levy', '1', 'the', 'little', 'brewing', 'company', '1', 'the', 'lord', 'nelson', '1', 'the', 'matt', 'brewing', 'company', '1', 'the', 'old', 'stand', '1', 'the', 'oslo', '4', 'the', 'perfect', 'publican', '1', 'the', 'pubs', 'that', 'made', 'us', '10', 'the', 'rev', 'james', '1', 'the', 'rogue', 'hop', '1', 'the', 'salthouse', '1', 'the', 'session', '42', 'the', 'white', 'hag', '2', 'theakston', '1', 'thieving', 'bastards', '1', 'things', 'done', 'changed', '1', 'thirsty', 'bear', '1', 'thornbridge', '6', 'three', 'notched', '1', 'thwaites', '3', 'thwaites', 'double', 'century', '1', 'tig', 'bhric', '1', 'tig', 'neachtain', '1', 'timothy', 'taylor', '1', 'tis', 'the', 'saison', '1', 'titan', 'ipa', '1', 'to', 'l', '3', 'toast', '1', 'tojo', '1', 'tokyo', '1', 'tommyknocker', '2', 'tongerlo', '1', 'toronado', '1', 'torpedo', '1', 'tralee', '1', 'trappist', 'beer', '2', 'traquair', 'ale', '1', 'traquair', 'house', '1', 'trashy', 'blonde', '1', 'travel', '31', 'travel', 'notes', '1', 'treaty', 'city', '1', 'trespass', '1', 'tripple', 'fff', '1', 'trois', 'pistoles', '1', 'trouble', 'brewing', '4', 'truck', 'stop', 'honey', '1', 'tsar', '1', 'tuatara', '1', 'tully', 's', '1', 'turbo', 'yeast', 'utter', 'abhorrence', 'from', 'beyond', 'the', 'ninth', 'level', 'of', 'hades', 'iii', '1', 'twiglets', '1', 'twitter', '2', 'two', 'hearted', 'ale', '1', 'unertl', '1', 'unibroue', '1', 'untappd', '1', 'urban', 'brewing', '1', 'urbock', '1', 'valentins', '1', 'vandeoirsprong', '1', 'vapeur', 'cochonne', '1', 'ventnor', '1', 'versa', '1', 'vertical', 'tasting', '1', 'very', 'nutty', 'black', '1', 'vg', 'noster', '1', 'victory', '1', 'victory', 'golden', 'monkey', '1', 'victory', 'hop', 'devil', '1', 'victory', 'hop', 'wallop', '1', 'victory', 'storm', 'king', '1', 'video', 'post', '3', 'viginia', '1', 'vin', 'biersel', '1', 'vintage', 'ale', '1', 'vitesse', 'noir', '1', 'vivid', 'illusions', '1', 'vlog', '2', 'volksfest', '1', 'vrienden', '1', 'waiheke', 'island', '1', 'wainwright', '1', 'walled', 'city', '1', 'warrior', 'ipa', '1', 'water', 'shortage', '1', 'waterford', '2', 'website', '1', 'weihenstephan', '1', 'weihenstephaner', '1', 'wei', 'enoher', '1', 'weisser', 'bock', '1', 'wellington', '1', 'wells', 'and', 'youngs', '1', 'wells', 'banana', 'bread', 'beer', '1', 'west', 'cork', '1', 'western', 'herd', '1', 'westvleteren', '12', '2', 'wetherspoons', '1', 'what', 'ales', 'ye', '?', '1', 'what', 'beer', 'means', 'to', 'me', '1', 'what', 's', 'the', 'matter', 'lagerboy', '?', '1', 'wheat', 'beer', '4', 'wheat', 'wacker', '1', 'wheat', 'wine', '1', 'wheaty', 'goodness', '2', 'whiplash', '2', 'white', 'gypsy', '1', 'white', 'gypsy', 'vintage', '1', 'white', 'island', 'wheaten', 'ale', '1', 'white', 'rabbit', '1', 'white', 'shield', '1', 'whitewater', '1', 'whychwood', '1', 'wicked', 'elf', '1', 'wickham', 'tap', '1', 'wicklow', 'brewery', '1', 'wicklow', 'wolf', '3', 'widmer', '1', 'wildcat', '1', 'williams', 'brothers', 'brewery', '8', 'windsor', 'and', 'eton', '1', 'wine', '1', 'winter', 'ale', '1', 'winter', 'ales', 'and', 'cask', 'festival', '3', 'winter', 'lager', '1', 'winter', 'solstice', '1', 'winter', 'specials', '1', 'winter', 'spirit', '1', 'winter', 'warmers', '1', 'wit', '1', 'witty', 'fella', '2', 'wj', 'kavanagh']"
hearing aid,"['hearing', 'aid', 'batteries']"
devry,"['devry', 'inc', '5']"
hearing aid,"['11', 'emergency', 'preparedness', 'tips', 'for', 'the', 'deaf', 'and', 'hearing', 'impairedprimary', 'tabs', 'professional', 'hearing', 'aid', 'fittings', 'hearingsolutions']"
hearing aid,"['hearing', 'aid', 'recycling']"
hearing aid,"['free', 'hearing', 'aid', 'info', 'kit', 'download', 'now']"
hearing aid,"['hearing', 'aid', 'types']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'recycling']"
hearing aid,"['free', 'hearing', 'aid', 'info', 'kit', 'download', 'now']"
hearing aid,"['hearing', 'aid', 'types']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'recycling']"
hearing aid,"['hearing', 'aid', 'types']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'demo']"
hearing aid,"['free', 'hearing', 'aid', 'info', 'kit']"
hearing aid,"['a', 'brief', 'history', 'of', 'hearing', 'aid', 'solutions']"
hearing aid,"['privacy', 'policy', 'copyright', '2020', 'professional', 'hearing', 'aid', 'fittings', 'hearingsolutions']"
care bear,"['free', 'care', 'bear']"
hearing aid,"['hearing', 'aid', 'dispensers']"
hearing aid,"['hearing', 'aid', 'dispensers']"
hearing aid,"['hearing', 'aid', 'dispensers']"
yocum,"['yocum', 'ridge']"
hearing aid,"['energizer', 'hearing', 'aid']"
hearing aid,"['menieres', 'disease', 'hearing', 'aid']"
hearing aid,"['researchers', 'have', 'discovered', 'a', 'hearing', 'breakthrough', 'that', 'does', 'not', 'involve', 'purchasing', 'a', 'hearing', 'aid']"
hearing aid,"['east', 'london', 'hearing', 'aid', 'services']"
hearing aid,"['batteries', 'hearing', 'aid']"
devry,['devry']
zike,"['the', 'zike', 'z100', 'scooter', 'giveaway']"
hearing aid,"['hearing', 'aid', 'center']"
